mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
1.2940410375595093,0.21970652918757075,0.3054254651069641,0.012133596550196146,3.7554011884736247,1000,l2,"{'C': np.float64(3.7554011884736247), 'max_iter': 1000, 'penalty': 'l2'}",0.7681559920310974,0.7693960070610046,0.7695440053939819,0.7692720293998718,0.769092008471489,0.0005489195459513476,9,0.7692906856536865,0.769001305103302,0.7690759897232056,0.7690893411636353,0.7691143304109573,0.00010720350114111993
1.2175965309143066,0.13143096046295666,0.29647964239120483,0.0013105175572532444,1.844347898661638,1000,l2,"{'C': np.float64(1.844347898661638), 'max_iter': 1000, 'penalty': 'l2'}",0.7680839896202087,0.7693840265274048,0.7695479989051819,0.7692480087280273,0.7690660059452057,0.0005768308633568869,46,0.7693013548851013,0.7690053582191467,0.7690626382827759,0.7690706849098206,0.7691100090742111,0.00011330865213781447
1.1993990540504456,0.010978091156573342,0.2940005660057068,0.0016740379537184468,5.9785015794648695,10000,l2,"{'C': np.float64(5.9785015794648695), 'max_iter': 10000, 'penalty': 'l2'}",0.7681040167808533,0.7693920135498047,0.769536018371582,0.769216001033783,0.7690620124340057,0.0005645906759782928,48,0.7693039774894714,0.768997311592102,0.7690586447715759,0.7690799832344055,0.7691099792718887,0.00011604342687205492
1.2714000940322876,0.0981997634643207,0.3102591037750244,0.0066387755306910184,1.5699452033620265,15000,l2,"{'C': np.float64(1.5699452033620265), 'max_iter': 15000, 'penalty': 'l2'}",0.7681319713592529,0.7693960070610046,0.7695559859275818,0.7692480087280273,0.7690829932689667,0.0005597705922059411,28,0.7693120241165161,0.7689986824989319,0.7690533399581909,0.769050657749176,0.7691036760807037,0.000122246906860425
1.4892239570617676,0.4940228059650942,0.2938425540924072,0.0032764276220537077,4.602488919658671,1000,l2,"{'C': np.float64(4.602488919658671), 'max_iter': 1000, 'penalty': 'l2'}",0.7681120038032532,0.7693920135498047,0.7695519924163818,0.7692720293998718,0.7690820097923279,0.0005687717175313694,30,0.7692919969558716,0.7689893245697021,0.7690693140029907,0.7690893411636353,0.7691099941730499,0.00011154325300176732
1.2201447486877441,0.07963065962159849,0.29302501678466797,0.0010691008373753554,6.021150117432088,15000,l2,"{'C': np.float64(6.021150117432088), 'max_iter': 15000, 'penalty': 'l2'}",0.7681120038032532,0.7694000005722046,0.7695479989051819,0.7692880034446716,0.7690870016813278,0.0005704185562393256,18,0.7692999839782715,0.7689880132675171,0.7690600156784058,0.7690853476524353,0.7691083401441574,0.00011626459592426566
1.3265103697776794,0.1677045999517939,0.2953599691390991,0.001816885504587132,0.21584494295802448,10000,l2,"{'C': np.float64(0.21584494295802448), 'max_iter': 10000, 'penalty': 'l2'}",0.7681120038032532,0.7693560123443604,0.7695680260658264,0.7692040205001831,0.7690600156784058,0.0005623949866661701,49,0.7692986726760864,0.7689266800880432,0.7690253257751465,0.7690333127975464,0.7690709978342056,0.00013799415245722898
1.5333840250968933,0.5819943433057226,0.2969380021095276,0.002316537673876396,7.229987722668247,10000,l2,"{'C': np.float64(7.229987722668247), 'max_iter': 10000, 'penalty': 'l2'}",0.7681400179862976,0.7693960070610046,0.7695320248603821,0.7692720293998718,0.769085019826889,0.0005532918802177073,21,0.7693066596984863,0.768992006778717,0.7690640091896057,0.7690920233726501,0.7691136747598648,0.0001172409224724942
1.1541473865509033,0.08574359706782335,0.29359519481658936,0.0020114072362357686,2.1333911067827613,1000,l2,"{'C': np.float64(2.1333911067827613), 'max_iter': 1000, 'penalty': 'l2'}",0.7681319713592529,0.7693840265274048,0.7695479989051819,0.7692440152168274,0.7690770030021667,0.0005561201470143119,38,0.7692973613739014,0.7689853310585022,0.7690746784210205,0.7690719962120056,0.7691073417663574,0.00011544508047500659
1.2414301633834839,0.11157563475359052,0.29796910285949707,0.008079725681983146,6.184815096277165,10000,l2,"{'C': np.float64(6.184815096277165), 'max_iter': 10000, 'penalty': 'l2'}",0.7681559920310974,0.7693960070610046,0.7695199847221375,0.7692880034446716,0.7690899968147278,0.0005454593093648469,13,0.7692919969558716,0.7689933180809021,0.7690759897232056,0.7690946459770203,0.7691139876842499,0.00010962025432998333
1.2414092421531677,0.11084844501148225,0.30041778087615967,0.002937902173668604,5.257564316322378,1000,l2,"{'C': np.float64(5.257564316322378), 'max_iter': 1000, 'penalty': 'l2'}",0.768123984336853,0.7694079875946045,0.769540011882782,0.7692440152168274,0.7690789997577667,0.0005612596841280885,35,0.7692973613739014,0.7690026760101318,0.7690759897232056,0.7690879702568054,0.769115999341011,0.00010968222665274385
1.3000511527061462,0.10247005205890822,0.3006526231765747,0.001579907716848333,2.922291401980419,15000,l2,"{'C': np.float64(2.922291401980419), 'max_iter': 15000, 'penalty': 'l2'}",0.7681800127029419,0.7694119811058044,0.7695959806442261,0.7692599892616272,0.7691119909286499,0.0005510732870795456,1,0.7692946791648865,0.7690093517303467,0.7690613269805908,0.7690733075141907,0.7691096663475037,0.00010948906813546946
1.226391315460205,0.13198145515228304,0.2971802353858948,0.0046115044352856155,4.008609717152555,15000,l2,"{'C': np.float64(4.008609717152555), 'max_iter': 15000, 'penalty': 'l2'}",0.7681040167808533,0.7694000005722046,0.7695279717445374,0.7692440152168274,0.7690690010786057,0.000566135889260409,43,0.7693066596984863,0.7690039873123169,0.7690613269805908,0.7690920233726501,0.769115999341011,0.00011452290222652377
1.235365867614746,0.047364608943635804,0.3043464422225952,0.011007271918080347,4.5706998421703595,15000,l2,"{'C': np.float64(4.5706998421703595), 'max_iter': 15000, 'penalty': 'l2'}",0.768127977848053,0.7694079875946045,0.7695440053939819,0.7692800164222717,0.7690899968147278,0.0005632117429564532,13,0.7693026661872864,0.768996000289917,0.7690640091896057,0.7690920233726501,0.7691136747598648,0.0001145649291382641
1.2824355959892273,0.07386235573482212,0.2982524633407593,0.0015404495847728336,6.193860093330873,15000,l2,"{'C': np.float64(6.193860093330873), 'max_iter': 15000, 'penalty': 'l2'}",0.7681559920310974,0.769428014755249,0.7695479989051819,0.7692040205001831,0.7690840065479279,0.0005498283474136362,23,0.7692946791648865,0.7690026760101318,0.7690653204917908,0.7690866589546204,0.7691123336553574,0.00010970883260739831
1.184924840927124,0.11465362252746843,0.2917916774749756,0.0009999243799204837,9.842308858067883,1000,l2,"{'C': np.float64(9.842308858067883), 'max_iter': 1000, 'penalty': 'l2'}",0.768127977848053,0.7693920135498047,0.7695440053939819,0.7692800164222717,0.7690860033035278,0.000560995108995899,19,0.7693146467208862,0.768996000289917,0.7690666913986206,0.7690933346748352,0.7691176682710648,0.00011915784988859709
1.2571000456809998,0.06321673677690232,0.29566890001296997,0.0032593413761479394,0.47450412719997725,15000,l2,"{'C': np.float64(0.47450412719997725), 'max_iter': 15000, 'penalty': 'l2'}",0.7681440114974976,0.7693399786949158,0.7695440053939819,0.7692480087280273,0.7690690010786057,0.0005446805099958162,43,0.7693026661872864,0.7689106464385986,0.7690213322639465,0.7690626382827759,0.7690743207931519,0.0001430691953539371
1.5006261467933655,0.49817455684361456,0.29678380489349365,0.0024250646153687805,6.813075385877797,1000,l2,"{'C': np.float64(6.813075385877797), 'max_iter': 1000, 'penalty': 'l2'}",0.7681360244750977,0.7694079875946045,0.769536018371582,0.7692559957504272,0.7690840065479279,0.000556221337129537,23,0.7693013548851013,0.769001305103302,0.7690853476524353,0.7690786719322205,0.7691166698932648,0.00011162717947135864
1.2527141571044922,0.113047421547229,0.2964789867401123,0.0025543550761538652,0.6605159298527952,1000,l2,"{'C': np.float64(0.6605159298527952), 'max_iter': 1000, 'penalty': 'l2'}",0.7681000232696533,0.7693880200386047,0.7695720195770264,0.769216001033783,0.7690690159797668,0.0005734386817194019,42,0.769265353679657,0.7689706683158875,0.7690613269805908,0.7690280079841614,0.7690813392400742,0.00011107889180913687
1.2299292087554932,0.15874796942005312,0.2949867844581604,0.004408902529450517,9.666320330745593,10000,l2,"{'C': np.float64(9.666320330745593), 'max_iter': 10000, 'penalty': 'l2'}",0.7681440114974976,0.7693840265274048,0.7695800065994263,0.7692760229110718,0.7690960168838501,0.0005603374039461361,5,0.769325315952301,0.7690026760101318,0.7690680027008057,0.7690960168838501,0.7691230028867722,0.00012161660920260998
1.5101509094238281,0.5014421346762347,0.2986295223236084,0.005827655040871719,3.864165025399161,10000,l2,"{'C': np.float64(3.864165025399161), 'max_iter': 10000, 'penalty': 'l2'}",0.7681080102920532,0.7694039940834045,0.7695440053939819,0.7692720293998718,0.7690820097923279,0.0005705033517505109,30,0.7692933082580566,0.7690039873123169,0.7690653204917908,0.7691013216972351,0.7691159844398499,0.00010813062093249444
1.2524720430374146,0.10753534730555404,0.318170964717865,0.018410018027640737,0.9867211400638387,15000,l2,"{'C': np.float64(0.9867211400638387), 'max_iter': 15000, 'penalty': 'l2'}",0.7681519985198975,0.7693920135498047,0.7695519924163818,0.7692400217056274,0.7690840065479279,0.0005492856224276475,23,0.7692959904670715,0.7689773440361023,0.7690613269805908,0.7690439820289612,0.7690946608781815,0.00012039138183955342
1.270850658416748,0.0800456991651544,0.30746638774871826,0.01611146358107573,6.842635188254582,1000,l2,"{'C': np.float64(6.842635188254582), 'max_iter': 1000, 'penalty': 'l2'}",0.768127977848053,0.7694240212440491,0.7695800065994263,0.7692959904670715,0.76910699903965,0.0005741166002917937,2,0.7693013548851013,0.7690093517303467,0.7690799832344055,0.7690839767456055,0.7691186666488647,0.00010957250911177905
1.2795539498329163,0.13870768354916838,0.29761117696762085,0.0030827536677674695,8.341949117361644,15000,l2,"{'C': np.float64(8.341949117361644), 'max_iter': 15000, 'penalty': 'l2'}",0.7681199908256531,0.7693840265274048,0.7695599794387817,0.7692999839782715,0.7690909951925278,0.0005684055285424671,10,0.7693053483963013,0.7690053582191467,0.7690666913986206,0.7690853476524353,0.769115686416626,0.0001134294164837049
1.5537908673286438,0.46937652149834236,0.29951781034469604,0.0035342656758780592,9.103204020787821,10000,l2,"{'C': np.float64(9.103204020787821), 'max_iter': 10000, 'penalty': 'l2'}",0.7681319713592529,0.7694119811058044,0.7695720195770264,0.7692840099334717,0.7690999954938889,0.0005681271416498173,3,0.7692999839782715,0.7690133452415466,0.7690666913986206,0.7690946459770203,0.7691186666488647,0.00010868186612363321
1.2095586657524109,0.03593514738868466,0.29815757274627686,0.0025638186150154585,6.63522284353982,10000,l2,"{'C': np.float64(6.63522284353982), 'max_iter': 10000, 'penalty': 'l2'}",0.7681360244750977,0.7693960070610046,0.7695559859275818,0.7692720293998718,0.769090011715889,0.0005599078518091853,12,0.7693146467208862,0.768996000289917,0.7690879702568054,0.7690586447715759,0.7691143155097961,0.00012033743062842285
1.2607979774475098,0.081968135176313,0.29839158058166504,0.00418729334231148,4.261558744912447,10000,l2,"{'C': np.float64(4.261558744912447), 'max_iter': 10000, 'penalty': 'l2'}",0.7681400179862976,0.7693480253219604,0.769536018371582,0.7692880034446716,0.7690780162811279,0.0005492281417929496,36,0.7692999839782715,0.7689666748046875,0.7690666913986206,0.7690879702568054,0.7691053301095963,0.00012135664036668174
1.533524513244629,0.5133257854274176,0.3054061532020569,0.005403075793191237,5.477102793432796,10000,l2,"{'C': np.float64(5.477102793432796), 'max_iter': 10000, 'penalty': 'l2'}",0.7681319713592529,0.7693920135498047,0.7695239782333374,0.7692760229110718,0.7690809965133667,0.0005548982880054133,33,0.7693053483963013,0.7689999938011169,0.7690560221672058,0.7690813541412354,0.7691106796264648,0.00011618380246313518
1.3248395919799805,0.08426121678811173,0.3003004789352417,0.010791691659756835,0.32313292455558584,10000,l2,"{'C': np.float64(0.32313292455558584), 'max_iter': 10000, 'penalty': 'l2'}",0.7681120038032532,0.7693520188331604,0.7695199847221375,0.7692400217056274,0.7690560072660446,0.0005540536479813883,50,0.7692919969558716,0.7689813375473022,0.7690666913986206,0.769049346446991,0.7690973430871964,0.00011682317552599146
1.1656890511512756,0.11449389208741186,0.2938498258590698,0.006038614955063321,7.761328233611145,10000,l2,"{'C': np.float64(7.761328233611145), 'max_iter': 10000, 'penalty': 'l2'}",0.7681440114974976,0.7694119811058044,0.7695199847221375,0.7692880034446716,0.7690909951925278,0.0005528685067678043,10,0.7693079710006714,0.7689933180809021,0.7690600156784058,0.7690986394882202,0.7691149860620499,0.0001176172157097693
1.5859113931655884,0.5297716577920298,0.3091139793395996,0.011149966672610614,3.961502360018144,10000,l2,"{'C': np.float64(3.961502360018144), 'max_iter': 10000, 'penalty': 'l2'}",0.7681319713592529,0.7694000005722046,0.769536018371582,0.7692440152168274,0.7690780013799667,0.0005558768835207841,37,0.7693066596984863,0.7689986824989319,0.769054651260376,0.7690853476524353,0.7691113352775574,0.00011697298022041351
1.24061518907547,0.035503272119237074,0.30324697494506836,0.015799947448301366,7.282719958564209,15000,l2,"{'C': np.float64(7.282719958564209), 'max_iter': 15000, 'penalty': 'l2'}",0.7681199908256531,0.7694119811058044,0.769540011882782,0.7692840099334717,0.7690889984369278,0.0005667310136274026,16,0.7693120241165161,0.7689986824989319,0.7690653204917908,0.7690946459770203,0.7691176682710648,0.00011747566199979073
1.3162190318107605,0.18323121595657574,0.2944374084472656,0.00547259582975996,0.894925020519195,15000,l2,"{'C': np.float64(0.894925020519195), 'max_iter': 15000, 'penalty': 'l2'}",0.7681480050086975,0.7693719863891602,0.769540011882782,0.7692239880561829,0.7690709978342056,0.0005444928952556912,40,0.7693093419075012,0.7689853310585022,0.7690399885177612,0.7690306901931763,0.7690913379192352,0.00012755204930753908
1.601060926914215,0.5408827446501859,0.2991962432861328,0.005487087365791747,5.218342600258237,10000,l2,"{'C': np.float64(5.218342600258237), 'max_iter': 10000, 'penalty': 'l2'}",0.7681080102920532,0.7693920135498047,0.7695559859275818,0.7692639827728271,0.7690799981355667,0.0005706418998713947,34,0.7692946791648865,0.7690093517303467,0.7690706849098206,0.7690773606300354,0.7691130191087723,0.0001081792642373777
1.2104095816612244,0.1049409463192966,0.2975495457649231,0.0071274248129566545,3.2633033076326434,1000,l2,"{'C': np.float64(3.2633033076326434), 'max_iter': 1000, 'penalty': 'l2'}",0.7681080102920532,0.7694039940834045,0.7695320248603821,0.7692880034446716,0.7690830081701279,0.0005694936060844407,27,0.7693106532096863,0.7689893245697021,0.7690773606300354,0.7690799832344055,0.7691143304109573,0.00011907518096477959
1.2355461716651917,0.1123809492788772,0.28868675231933594,0.002074531960997109,2.7234903177389587,1000,l2,"{'C': np.float64(2.7234903177389587), 'max_iter': 1000, 'penalty': 'l2'}",0.7681400179862976,0.7693880200386047,0.7695239782333374,0.7692559957504272,0.7690770030021667,0.0005492034636926165,38,0.7693053483963013,0.7690039873123169,0.7690600156784058,0.7690920233726501,0.7691153436899185,0.00011413485153055153
1.2153895497322083,0.09562268382788992,0.29456984996795654,0.002489662427153509,5.877511656638482,1000,l2,"{'C': np.float64(5.877511656638482), 'max_iter': 1000, 'penalty': 'l2'}",0.7681679725646973,0.7694079875946045,0.7695199847221375,0.7692800164222717,0.7690939903259277,0.0005413363356024191,8,0.7692906856536865,0.7689933180809021,0.7690533399581909,0.7690920233726501,0.7691073417663574,0.00011154285088788024
1.2686690092086792,0.03315135767413251,0.6330198645591736,0.5722837680937518,2.8193450968738074,1000,l2,"{'C': np.float64(2.8193450968738074), 'max_iter': 1000, 'penalty': 'l2'}",0.7680879831314087,0.7694240212440491,0.7695119976997375,0.7692599892616272,0.7690709978342056,0.0005747047230644743,40,0.7693039774894714,0.7689999938011169,0.7690600156784058,0.7690960168838501,0.7691150009632111,0.0001143706164457068
1.2790781259536743,0.08664551179649857,0.2952840328216553,0.0041370591523529265,1.4192422497476265,15000,l2,"{'C': np.float64(1.4192422497476265), 'max_iter': 15000, 'penalty': 'l2'}",0.7681599855422974,0.7693799734115601,0.769536018371582,0.7691919803619385,0.7690669894218445,0.0005376397274498262,45,0.7692866921424866,0.7689759731292725,0.7690733075141907,0.769049346446991,0.7690963298082352,0.00011560818605255616
1.2070545554161072,0.05876895541947325,0.2938922643661499,0.006896752045686849,1.662669390630025,1000,l2,"{'C': np.float64(1.662669390630025), 'max_iter': 1000, 'penalty': 'l2'}",0.7681000232696533,0.7693960070610046,0.7695279717445374,0.7692360281944275,0.7690650075674057,0.0005666434601770152,47,0.7692853212356567,0.768990695476532,0.7690653204917908,0.7690640091896057,0.7691013365983963,0.00011043357729568736
1.2132328748703003,0.09719091383856344,0.30576545000076294,0.005260561915190306,9.878869366005173,1000,l2,"{'C': np.float64(9.878869366005173), 'max_iter': 1000, 'penalty': 'l2'}",0.768127977848053,0.7694119811058044,0.7695599794387817,0.7692800164222717,0.7690949887037277,0.0005670198008629954,7,0.7693120241165161,0.769001305103302,0.7690826654434204,0.7690960168838501,0.7691230028867722,0.00011499427103700757
1.3227131366729736,0.13972074580881622,0.3002932071685791,0.004040118896373639,1.997156815341724,15000,l2,"{'C': np.float64(1.997156815341724), 'max_iter': 15000, 'penalty': 'l2'}",0.7681400179862976,0.7694000005722046,0.7695440053939819,0.7692559957504272,0.7690850049257278,0.0005550094289698788,22,0.7692840099334717,0.7689946889877319,0.7690613269805908,0.7690733075141907,0.7691033333539963,0.0001085284653381576
1.1580342054367065,0.06009429464298562,0.293956458568573,0.0008983846549087699,8.16461428454834,1000,l2,"{'C': np.float64(8.16461428454834), 'max_iter': 1000, 'penalty': 'l2'}",0.7681159973144531,0.7693920135498047,0.7695479989051819,0.7692880034446716,0.7690860033035278,0.0005676261715770836,19,0.7692999839782715,0.7690079808235168,0.7690613269805908,0.7690933346748352,0.7691156566143036,0.00011070301611733225
1.5076225399971008,0.5489989599069288,0.295992910861969,0.0030275309046349326,7.123419527486499,15000,l2,"{'C': np.float64(7.123419527486499), 'max_iter': 15000, 'penalty': 'l2'}",0.7681559920310974,0.7693960070610046,0.7695440053939819,0.7692639827728271,0.7690899968147278,0.0005482704876069303,13,0.7693039774894714,0.7689893245697021,0.7690626382827759,0.7690759897232056,0.7691079825162888,0.00011787003024853646
1.1886129975318909,0.1297105072836751,0.292643666267395,0.0041340324628212225,7.722703466859457,1000,l2,"{'C': np.float64(7.722703466859457), 'max_iter': 1000, 'penalty': 'l2'}",0.7681360244750977,0.7693920135498047,0.7695479989051819,0.7692720293998718,0.769087016582489,0.000557705922243895,17,0.7692973613739014,0.7690079808235168,0.7690586447715759,0.7690733075141907,0.7691093236207962,0.00011123630797378596
1.1597563028335571,0.07033967309389841,0.2934077978134155,0.0040145777046127215,9.27300878513349,10000,l2,"{'C': np.float64(9.27300878513349), 'max_iter': 10000, 'penalty': 'l2'}",0.768123984336853,0.7694039940834045,0.7695279717445374,0.7692760229110718,0.7690829932689667,0.0005608043199717619,28,0.7693160176277161,0.768997311592102,0.7690706849098206,0.7690920233726501,0.7691190093755722,0.00011904421474626417
1.2751255631446838,0.05869642223072803,0.29574811458587646,0.0021733952428501396,1.1686905952512971,15000,l2,"{'C': np.float64(1.1686905952512971), 'max_iter': 15000, 'penalty': 'l2'}",0.7681199908256531,0.7693759799003601,0.7695720195770264,0.7692679762840271,0.7690839916467667,0.0005671367407437214,26,0.7692906856536865,0.768992006778717,0.7690466642379761,0.7690586447715759,0.7690970003604889,0.00011461077768344969
1.5830606818199158,0.6164671780804585,0.3008979558944702,0.005376198148522253,8.510385777897993,10000,l2,"{'C': np.float64(8.510385777897993), 'max_iter': 10000, 'penalty': 'l2'}",0.7681440114974976,0.7694200277328491,0.7695239782333374,0.7693039774894714,0.7690979987382889,0.0005562553606642002,4,0.7692893147468567,0.7690186500549316,0.7690826654434204,0.7690839767456055,0.7691186517477036,0.00010200927372505465
1.2136971950531006,0.07189120258238119,0.29067057371139526,0.003218460304198296,0.9641011649041131,15000,l2,"{'C': np.float64(0.9641011649041131), 'max_iter': 15000, 'penalty': 'l2'}",0.7681360244750977,0.769428014755249,0.7695320248603821,0.7692319750785828,0.7690820097923279,0.0005566890521957847,30,0.7692933082580566,0.768992006778717,0.7690413594245911,0.769049346446991,0.7690940052270889,0.00011714453549320132
1.210015892982483,0.062179916913604735,0.29654181003570557,0.005387197030733774,3.119823217156622,1000,l2,"{'C': np.float64(3.119823217156622), 'max_iter': 1000, 'penalty': 'l2'}",0.7681679725646973,0.7694000005722046,0.7695519924163818,0.7692639827728271,0.7690959870815277,0.0005453894396832836,6,0.7693146467208862,0.7690039873123169,0.7690773606300354,0.7690786719322205,0.7691186666488647,0.00011711671892986573
